,Title,Body,Stars,Rated,Date Posted,Time Posted,Name,userId,Clean_Text_Body
24,So easy to get insurance for our trip,So easy to get insurance for our trip . Just called and had insurance in minutes. Excellent price also .,5, Excellent,2/20/2021,19:39:20+0,customer,6,easy insurance trip call insurance minute excellent price
25,Applying and getting the travel…,Applying and getting the travel insurance was very quick and easy.  Your online Chat feature allowed me to have my questions answered immediately.,5, Excellent,2/20/2021,15:53:38+0,customer,6,apply get travel insurance quick easy online chat feature allow question answer immediately
26,It was just really easy and quick to…,It was just really easy and quick to plug in the info and get an instant quote.,5, Excellent,2/20/2021,13:23:40+0,Amy Fachko,6,easy quick plug info instant quote
27,We found your connection through AARP,"We found your connection through AARP.  The representatives we contacted and purchased the product from were professional, knowledgeable and most importantly, not pushy.  I would easily recommend your service.  Best Regards",5, Excellent,2/18/2021,05:35:16+0,Mike,6,find connection aarp representative contact purchased product professional knowledgeable importantly pushy easily recommend service best regard
28,Was easy to find a variety of plans…,Was easy to find a variety of plans from several carriers.  Sorted by price with clear and concise coverage information,5, Excellent,2/18/2021,01:41:43+0,Michael Hampton,6,easy find variety plan carrier sort price clear concise coverage information
29,Great customer service,I was looking for travel insurance for an upcoming trip and was not sure what I needed.  The agent I spoke with was very knowledgeable and helped me get just what I needed.,5, Excellent,2/17/2021,19:44:48+0,customer,6,look travel insurance upcoming trip sure need agent speak knowledgeable helped need
30,Support on the telephone was excellent,Support on the telephone was excellent.  Email quote link did not send me to the correct URL for purchase.,5, Excellent,2/17/2021,18:43:10+0,customer,6,support telephone excellent email quote link send correct url purchase
31,Jonathan and staff were very helpful,Jonathan and staff were very helpful.  I learned more by talking to them directly than making a choice on my own.  Jonathan I hope our leg does not fall off anytime soon.  LOL,5, Excellent,2/17/2021,17:19:21+0,Anita B,6,jonathan staff helpful learn talk directly make choice jonathan hope leg fall anytime soon lol
32,Tina was an excellent help as she found…,Tina was an excellent help as she found several options and answered all my questions.  She then helped my examine the options and finally select one that met my needs.  I appreciated her pleasant approach.,5, Excellent,2/16/2021,23:39:15+0,J Kienzle,6,tina excellent help find option answered question help examine option finally select meet need appreciate pleasant approach
33,Agent was very helpful and…,Agent was very helpful and knowledgeable. Eager to help me!,5, Excellent,2/16/2021,22:35:56+0,customer Debby Thomas,6,agent helpful knowledgeable eager help
34,Excellent customer service with…,Excellent customer service with policy/plan information (before purchase),5, Excellent,2/16/2021,19:48:57+0,customer,6,excellent customer service policyplan information purchase
35,"Great value, easy proccess.",Great value. Quick and easy quoting process.,5, Excellent,2/16/2021,19:27:44+0,Garin Gustafson,6,great value quick easy quote process
36,I compared a lot of policies,I compared a lot of policies. This was the easiest to use and the best pricing. The policy had everything we were looking for.,5, Excellent,2/16/2021,13:36:21+0,customer,6,compare lot policy easiest use best pricing policy look
37,exceptional service,The support person helped me get the right insurance and made sure I was covered for extreme sports.  It was simple and easier than when I did it myself.  I loved the service.,5, Excellent,2/16/2021,03:00:33+0,Sharron,6,support person help right insurance sure cover extreme sport simple easy love service
38,Lynne of AARDY is Great,"Lynne provided professional, friendly and knowledgeable service for our river cruise we have booked for 2023. She was a great help to select a company with great service and price combination for our travel insurance needs.",5, Excellent,2/15/2021,21:02:13+0,Don Cox,6,lynne provide professional friendly knowledgeable service river cruise book  great help select company great service price combination travel insurance need
39,Picked Aardy off the internet by chance…,Picked Aardy off the internet by chance and lucked out. Brandon  was my agent and was very professional and helpful without being the least bit pushey. Would deal again with this company.,5, Excellent,2/15/2021,18:44:22+0,Michael Knight,6,pick aardy internet chance lucked brandon agent professional helpful bit pushey deal company
40,I saved half the cost by going here…,I saved half the cost by going here instead of buying through the rental company.  And the staff is very helpful,5, Excellent,2/14/2021,17:54:20+0,Virginia ,6,save half cost go instead buy rental company staff helpful
41,Short and sweet w/ the info I need,I was looking for a policy that offered cancellation coverage for work reasons. None of the other sites I've been to offer that information ... one has to look at the details of each policy to find the answer. Thanks for saving me a lot of time!,5, Excellent,2/13/2021,20:34:12+0,Tim S.,6,look policy offer cancellation coverage work reason sit offer information  look detail policy find answer thanks save lot time
42,The agent who assisted me was friendly,"The agent who assisted me was friendly, knowledgeable and very helpful.",5, Excellent,2/13/2021,19:18:36+0,customer,6,agent assist friendly knowledgeable helpful
43,International Travel Insurance,"User friendly site, reputable insurance carriers, comprehensive information to compare policies",5, Excellent,2/13/2021,15:28:28+0,customer,6,user friendly site reputable insurance carrier comprehensive information compare policy
44,Tina was extremely helpful,"Tina was extremely helpful, knowledgeable and pleasant to work with. I was so grateful she made the process easy!",5, Excellent,2/12/2021,22:00:19+0,Lena Williams,6,tina extremely helpful knowledgeable pleasant work grateful process easy
45,Agents were great (and patient) when answering all of my questions!,"I haven't purchased travel insurance before, but in these very uncertain times, I wanted to make sure we were covered for an upcoming trip.  I choose to work with AARDY because of their connection with AARP, an organization that I trust.  I had a lot of questions and the agents at AARDY were all incredibly helpful.",5, Excellent,2/12/2021,18:10:14+0,Beth,6,purchase travel insurance uncertain time want sure covered upcoming trip choose work aardy connection aarp organization trust lot question agent aardy incredibly helpful
46,I was very impressed with Denise,"I was very impressed with Denise, the agent I worked with. We bought a policy after she carefully went over a number of different policies to find coverage for the concerns I had about our upcoming trip.  Due to her care and consideration, I would happily use your service again in the future.",5, Excellent,2/12/2021,17:47:28+0,Ron Bayer,6,impressed denise agent work bought policy carefully go number different policy find coverage concern upcoming trip care consideration happily use service future
47,Tina made the purchase of our trip so…,Tina made the purchase of our trip so easy.  Hopefully we will never need to use this but it fells great to have. Looking forward to using you on our Africa trip.Linda Day,5, Excellent,2/11/2021,23:34:55+0,Linda Day,6,tina purchase trip easy hopefully need use fell great look forward africa triplinda day
48,The representative was so helpful and answered all  my questions,The representative was so helpful and was able to provide prices for competitors without my having to make more than 1 phone call...very efficient.,5, Excellent,2/11/2021,23:13:55+0,Gail Possley,6,representative helpful able provide price competitor  phone  efficient
49,Customer service was great at answering…,Customer service was great at answering my question on which policy to use.,5, Excellent,2/11/2021,19:55:38+0,Doug ,6,customer service great answer question policy use
50,Very nice chat with Steven N,Very nice chat with Steven N.  Thank you.,5, Excellent,2/11/2021,15:17:45+0,customerTeresa Masilonis,6,nice chat steven n thank
51,Very easy and fast service,Very easy and fast service. Started with a chat and ended with a call. Both were expeditious and knowledgeable to meet my needs.,5, Excellent,2/11/2021,01:24:37+0,customer,6,easy fast service start chat end expeditious knowledgeable meet need
52,Found a great trip insurance policy at…,Found a great trip insurance policy at a good price!,5, Excellent,2/11/2021,00:24:24+0,DHarvey,6,find great trip insurance policy good price
53,GREAT CUSTOMER SERVICE!,"This is the first time we shopped for Travel Insurance. We found Aardy.com and we were able to chat with BRANDON R. It was a surprise when he emailed us his detailed recommendation. The next day we called and were able to talk to TINA who had great information on every question/concerns we could think of. When the line went silent, we were able to chat with BRANDON, give him our phone number, and he was able to have TINA call us back! We ended up purchasing Insurance after all of our concerns were answered! Great Customer Service by BOTH BRANDON and TINA!",5, Excellent,2/10/2021,23:01:07+0,New Customers,6,time shop travel insurance find aardycom able chat brandon r surprise email detailed recommendation day call able talk tina great information questionconcerns think line go silent able chat brandon phone number able tina end purchase insurance concern answer great customer service brandon tina
54,Alyce was the best friendly and helpful,-,5, Excellent,2/10/2021,21:50:37+0,Joe Embrickson,6,
55,Steven was very knowledgeable and…,Steven was very knowledgeable and helpful.,5, Excellent,2/10/2021,21:32:22+0,Christine,6,steven knowledgeable helpful
56,Efficient,"Denise was very helpful, called me back and got me situated with two travel insurance plans. She reviewed everything thoroughly and was enthusiastic and efficient. It was so easy. Thanks",5, Excellent,2/10/2021,19:21:40+0,Babs,6,denise helpful call get situate travel insurance plan review thoroughly enthusiastic efficient easy thanks
57,We had a lot of questions with the…,We had a lot of questions with the pandemic going on.  They were wonderful and great pricing.  Thank you.,5, Excellent,2/10/2021,19:18:30+0,Anonymous ,6,lot question pandemic go wonderful great pricing thank
58,I called and a young woman helped me…,I called and a young woman helped me with all my questions and made a recommendation.  Nice to talk to a real person-she was very kind.Thank you,5, Excellent,2/10/2021,13:55:48+0,Janice Spear,6,call young woman help question recommendation nice talk real personshe kindthank
59,The agent did a good job of explaining…,The agent did a good job of explaining how the plan worked and walked me through the site to purchase the policy.,5, Excellent,2/9/2021,20:20:31+0,Karla,6,agent good job explain plan work walked site purchase policy
60,The website is easy to use and the…,The website is easy to use and the online chat feature is great.  I was able to chat with a representative without having to wait on the phone.  He was most helpful and courteous. I would recommend Aardy.com to anyone.,5, Excellent,2/9/2021,19:39:26+0,Key West Bound,6,website easy use online chat feature great able chat representative wait phone helpful courteous recommend aardycom
61,Great service and excellent coverage!,Great service and excellent coverage at a reasonable price.The agent I talk to was very helpful and knowledgeable.,5, Excellent,2/9/2021,19:26:30+0,Douglas,6,great service excellent coverage reasonable pricethe agent talk helpful knowledgeable
62,Easy process and great customer service.,-,5, Excellent,2/9/2021,19:18:02+0,Amy,6,
63,Who needs complications!,"After the complicated process of planning a multi-leg trip, Aardy's ease of selection and payment was appreciated.",5, Excellent,2/9/2021,18:44:34+0,DONALD HUGHES,6,complicate process plan multileg trip aardys ease selection payment appreciate
64,The staff was very helpful on the phone.,-,5, Excellent,2/9/2021,17:33:40+0,Sheila,6,
65,Excellent service to find exact policy…,Excellent service to find exact policy needed for our circumstances.,5, Excellent,2/9/2021,16:25:35+0,customer,6,excellent service find exact policy need circumstance
66,I spoke with several customer service…,"I spoke with several customer service agents throughout process of assessing plans -- both online and chat.  Each of them were very knowledgeable, sincere in their questions and recommendations.  Their commitment to transparency was a deciding factor in choosing your product over other companies I queried.  Thank you. Stay safe. Stay healthy.",5, Excellent,2/9/2021,15:15:42+0,Vicki ,6,spoke customer service agent process assess plan  online chat knowledgeable sincere question recommendation commitment transparency decide factor choose product company query thank stay safe stay healthy
67,very good service,-,5, Excellent,2/9/2021,12:53:23+0,Mark,6,
68,Great Service…,Great service and was given the best price for the needed insurance,5, Excellent,2/9/2021,03:36:07+0,Apinya,6,great service give best price need insurance
69,Excellent Chat answered all my concerns,-,5, Excellent,2/8/2021,17:17:41+0,customer Peter Fixler,6,
70,So far,"So far, so good. We have just purchased our insurance and will not be taking the trip until April. Both the Chat person (Reese, I think) and the woman who answered my questions and set up the policy today were knowledgeable and pleasant.",5, Excellent,2/8/2021,16:07:33+0,Sandy,6,far good purchase insurance take trip april chat person reese think woman answer question set policy today knowledgeable pleasant
71,The person I worked with was very…,The person I worked with was very helpful and got everything done and talked me through a few of the required insurance forms needed to travel to Costa Rica during these trying times.,5, Excellent,2/8/2021,14:47:42+0,Rose,6,person work helpful get talk require insurance form need travel costa rica try time
72,I feel we have been misled,I feel we have been misled. All we wanted was a medical policy and I thought this is what we bought. Come to find out it’s mostly trip cancellation and limited medical. Please rectify this issue. Thank youMichelle Selts5RTL17-fl-106390,1, Bad,2/8/2021,12:17:33+0,customer,6,feel mislead want medical policy think buy come find  trip cancellation limit medical rectify issue thank youmichelle seltsrtlfl
73,Denise took care of all our needs in a…,Denise took care of all our needs in a very efficient and professional manner. This is the first policy I’ve taken with this company and anticipate having no issues.,5, Excellent,2/7/2021,20:37:12+0,customer,6,denise take care need efficient professional manner policy  take company anticipate issue
74,Very helpful,"Very helpful, friendly, and knowledgeable!",5, Excellent,2/7/2021,18:02:33+0,Beth LaFave,6,helpful friendly knowledgeable
75,Tina - awesome agent!,Tina was extremely helpful in finding the correct plan for us.  I called her at least three times with questions about our son's upcoming trip to CA in May.  She made sure we had the correct plan for our needs as we are worried about possible trip cancellation and trip interruption.  She was very patient and explained things clearly to me so I could write them down to discuss with my husband.  She was pleasant to talk to on the phone as well and I felt like I made the right choice in insurance.  Thank you for great customer service!,5, Excellent,2/6/2021,21:58:26+0,Customer,6,tina extremely helpful find correct plan call time question son upcoming trip sure correct plan need worried possible trip cancellation trip interruption patient explain thing clearly write discuss husband pleasant talk phone felt like right choice insurance thank great customer service
76,Travel Insurance,"So far so good, got the coverage I wanted, questions answered, and a reasonable price!",5, Excellent,2/6/2021,21:18:10+0,Richard Puff,6,far good get coverage want question answer reasonable price
77,Tina was very helpful and answered all…,Tina was very helpful and answered all our questions.   It was very simple to do and would recommend to others because of the service.,5, Excellent,2/6/2021,20:29:28+0,Dorothy and Thomas,6,tina helpful answered question simple recommend service
78,Excellent Explanation of the Travel Insurance Policy,Your representative explained the travel insurance program clearly and helped me understand exactly how to continue the process when I finish planning our trip.  Thanks for a job well done!,5, Excellent,2/6/2021,19:43:34+0,Nancy,6,representative explain travel insurance program clearly help understand exactly continue process finish planning trip thanks job
79,Easy to work with,I worked with Reece and got a lot of choices and exactly what I needed at a reasonable rate.,5, Excellent,2/6/2021,19:12:13+0,customer,6,work reece get lot choice exactly need reasonable rate
80,Brandon R,Brandon R. was excellent...he fully explained to me all my questions.  I was most impressed with his answers and how quickly he responded....there didn't appear to be the usual lag time where the person is involved with 10 other people at the same time.  I felt like Brandon was actually reading and then responding.  Very nice experience.  Thank you.,5, Excellent,2/6/2021,16:09:21+0,S. Dunlap,6,brandon r excellent  fully explain question impressed answer quickly respond  there appear usual lag time person involve  people time felt like brandon actually read respond nice experience thank
81,great service,-,5, Excellent,2/6/2021,11:20:28+0,customer,6,
82,New start,"This is the first time I am using your website for my travel insurance needs. Normally I use one of your competitors, however, this time I could not find my needs on their site. So, this is your chance to possibly earn me as a long term customer. I found overall better prices and plans on your site. Couple of suggestions though...1. Ability to compare between few plans2. Sorting plans by price/other parameters.",5, Excellent,2/6/2021,03:45:30+0,Sol,6,time website travel insurance need normally use competitor time find needs site chance possibly earn long term customer find overall good price plan site couple suggestion   ability compare plans sort plan priceother parameter
83,Excellent service,-,5, Excellent,2/6/2021,00:21:18+0,customer,6,
84,Happier traveler!,I was helped by Tina and she was a very pleasant person to talk with.  She answered my questions that helped me to make my decision on what type of insurance I needed for our up coming trip.Very impressed with the Aardy web site and loved how easy it was to use.,5, Excellent,2/6/2021,00:15:04+0,Cynthia M.,6,help tina pleasant person talk answer question help decision type insurance need come tripvery impress aardy web site love easy use
85,Great service and Lynne P was awesome,-,5, Excellent,2/5/2021,22:33:36+0,William Stewart,6,
86,Changing regulations during COVID,"These are very challenging times.  Two weeks before we (30 people) were supposed to leave, our travel agent informed us that we did not have the right insurance under new COVID regulations.  And the insurance plan we had did not offer what we needed. I called Tina at AARDY and she has been a life saver!  She understood the situation immediately and gave me options.  We purchased a supplemental policy that fit our needs at a very reasonable price.  Tina and AARDY will get all our future travel insurance needs. Thanks so much, Tina!",5, Excellent,2/5/2021,21:54:56+0,Laura L,6,challenge time week  people suppose leave travel agent inform right insurance new covid regulation insurance plan offer need call tina aardy life saver understood situation immediately give option purchased supplemental policy fit need reasonable price tina aardy future travel insurance need thanks tina
87,Great Service and price,The agent confirmed my choice for insurance. She was helpful in explaining travel requirements to Costa Rica. She was very helpful and the documents provided were exactly what I need.,5, Excellent,2/5/2021,19:20:39+0,customer,6,agent confirm choice insurance helpful explain travel requirement costa rica helpful document provide exactly need
88,I asked a question and received an…,I asked a question and received an answer.  Response was fast and helpful.,5, Excellent,2/5/2021,17:32:03+0,Maya Chilcott,6,ask question receive answer response fast helpful
89,Impressive customer service,"Impressive customer service, clear, efficient, sharp and courteous...and an insurance policy with highly competitive terms",5, Excellent,2/5/2021,16:54:12+0,Jean-Marie,6,impressive customer service clear efficient sharp courteous  insurance policy highly competitive term
90,Very responsive and helpful,Very responsive and helpful. Had to change the policy and that process was flawless.,5, Excellent,2/5/2021,15:40:26+0,Jimmy,6,responsive helpful change policy process flawless
91,Highly recommend,Very easy to obtain quotes and purchase.  I had questions and had immediate assistance.  Retired Travel agent (38 yrs ) and I would highly recommend  anyone to feel comfortable with AARDY.,5, Excellent,2/5/2021,00:30:38+0,customerDebra Williamson,6,easy obtain quote purchase question immediate assistance retire travel agent  yr highly recommend feel comfortable aardy
92,"I had to cancel and rebook....,",I had to cancel and rebook my insurance for my sisters and I for a different destination. We had chosen this company because they work with many insurance carriers and will work to get you the best deal. I spoke with Steve for about an hour to get everything straightened out. He was so helpful and answered all of my questions on trip cancellations and was very courteous. I highly recommend using Aardy for you vacation insurance.,5, Excellent,2/5/2021,00:22:24+0,Chris Valued Customer,6,cancel rebook insurance sister different destination choose company work insurance carrier work best deal speak steve hour straighten helpful answered question trip cancellation courteous highly recommend aardy vacation insurance
93,Easy to use and compare plans although…,Easy to use and compare plans although a comparison table of the top options would be helpful,5, Excellent,2/4/2021,20:07:40+0,customer,6,easy use compare plan comparison table option helpful
94,Efficient,"Efficient, professional, friendly.  Fair price.",5, Excellent,2/4/2021,19:26:56+0,Del,6,efficient professional friendly fair price
95,Thank You,Thank You Very Much,5, Excellent,2/4/2021,18:08:38+0,Rick Beck,6,thank
96,Very helpful agent,Very helpful agentEasy to access coverage,5, Excellent,2/3/2021,19:20:18+0,customer,6,helpful agenteasy access coverage
97,I chatted with Brandon who was very…,I chatted with Brandon who was very helpful.I then received my policy from Denise who was also very helpful.I called back with some additional questionsand Lynne answered all my questions.I gave the 5 star rating because my experience and the information offered was great.,5, Excellent,2/3/2021,19:01:46+0,customer,6,chat brandon helpfuli receive policy denise helpfuli call additional questionsand lynne answer questionsi give  star rating experience information offer great
98,Going through AARP to find a policy for…,Going through AARP to find a policy for my entire trip was very good and gave me confidence I would not be scammed.  The assistance from Steven was excellent.  The entire experience was positive.Lynne in Florida,5, Excellent,2/3/2021,14:54:41+0,customer,6,go aarp find policy entire trip good give confidence scammed assistance steven excellent entire experience positivelynne florida
99,Buying insurance was always an easy…,Buying insurance was always an easy process but when it comes to claim the insurance company required lot of documents from customer that some time not applicable.,5, Excellent,2/3/2021,12:36:21+0,customer,6,buying insurance easy process come claim insurance company require lot document customer time applicable
100,Did what we wanted done!,You did what we wanted done.,3, Average,2/2/2021,20:56,Dan,6,want
101,Beach house rental insurance,"Good service, but it would be nice for the policy to explicitly state that hurricane and mandatory evacuation are covered as well. A number of insurances do that.",5, Excellent,2/2/2021,19:18,Nalim,6,good service nice policy explicitly state hurricane mandatory evacuation cover number insurance
102,Recommended travel insurance,"the agent was easy to work with, thorough, efficient and very clear.",5, Excellent,2/2/2021,18:45,GDEBREE,6,agent easy work thorough efficient clear
103,I needed a travel plan to go to Costa Rica,I needed a travel plan to go to Costa Rica. It had to present a certificate to be posted on my Health Pass I have to fill out online before leaving. I did a chat with Reese and he helped me before and after to get the best and least expensive option that would work. Having that certificate would be the factor letting me go or not.,5, Excellent,2/2/2021,1:21,customer,6,need travel plan costa rica present certificate post health pas fill online leave chat reese help best expensive option work certificate factor let
104,Great organization to help you sort…,Great organization to help you sort through all the boring details of getting travel insurance which is so necessary to peace of mind and a great journey!,5, Excellent,2/2/2021,0:47,Karen M.,6,great organization help sort boring detail get travel insurance necessary peace mind great journey
105,This is a good,-,5, Excellent,2/2/2021,0:30,Andry,6,
106,Better than expected,"Better than expected!  Quick response on the CHAT program.  Very helpful and saved me money on the insurance up front which I appreciated. Nice and polite to talk to and discuss options. If you are confused, like I was, about the terms and conditions, ask them and they will explain. They are very prompt about returning phone calls. In short GREAT customer service!",5, Excellent,2/1/2021,23:54,Leonard Leis,6,well expect quick response chat program helpful save money insurance appreciate nice polite talk discus option confuse like term condition ask explain prompt return phone call short great customer service
107,Great service,Jonathan was able to explain the advantages from each policy.I was able to purchase a travel policy within 10 minutes.VERRY SATISFIED.,5, Excellent,2/1/2021,22:32,customer,6,jonathan able explain advantage policyi able purchase travel policy  minutesverry satisfy
108,Lynne was quite helpfull.,-,5, Excellent,2/1/2021,21:12,Robert,6,
109,All went well,All went well. Nice professional assistance. The email with quote showed up in my junk mail I almost missed it. But Jonathan's email came to my inbox.I will use you againThank youFrancis,5, Excellent,2/1/2021,21:09,kabir khan,6,go nice professional assistance email quote show junk mail miss jonathan email come inboxi use againthank youfrancis
110,All went well,All went well. Nice professional  assistance. The email with quote showed up in my junk mail I almost missed it. But  Jonathan's email came to my inbox.   I will use you again Thank youFrancis,5, Excellent,2/1/2021,16:21,Francis J Grant,6,go nice professional assistance email quote show junk mail miss jonathan email come inbox use thank youfrancis
111,Your represenative Made it easy and…,Your represenative Made it easy and informative to help us find the best plan. she was a pleasure to work with. her name is Alise hope I spelled her name correctly.,5, Excellent,2/1/2021,16:21,Peter Rothsching,6,represenative easy informative help find best plan pleasure work alise hope spell correctly
112,No comparison option,My only complaint would be that I couldn’t compare plans side by side.,4, Great,2/1/2021,13:12,Susan,6,complaint  compare plan
113,The website was easy to use and compare…,The website was easy to use and compare all of the plan options.,5, Excellent,2/1/2021,1:32,JulieM,6,website easy use compare plan option
114,Tina was absolutely FANTASTIC,Tina was absolutely FANTASTIC! She was very professional and courteous. A real pleasure to deal with!!,5, Excellent,1/31/2021,23:18,customer,6,tina absolutely fantastic professional courteous real pleasure deal
115,It was so easy…,"It was so easy to get my traveler's insurance through Aardy.com.  I just put in all our information, and they came back with multiple plans and I was able to pick the one that will work for me and my family.",5, Excellent,1/31/2021,22:57,YVONNE,6,easy traveler insurance aardycom information come multiple plan able pick work family
116,Very Satisfied,"I tried calling Aardy.com to inquire about travel insurance, but was placed on hold and as a result didn't plan to call back, but one of their assistants, Tina called me within a few minutes and was able to answer all of our questions so thoroughly.  We were so impressed that Aardy tries to respond to all of their calls that rather than going with another insurance quote agency, we decided to purchase our travel insurance through Aardy.com which we found through AARP.  Tina made purchasing a plan a breeze and we found them so easy to work with.",5, Excellent,1/31/2021,20:55,Stacey,6,tried call aardycom inquire travel insurance place hold result plan assistants tina call minute able answer question thoroughly impressed aardy try respond call go insurance quote agency decide purchase travel insurance aardycom find aarp tina purchasing plan breeze find easy work
